gender,race/ethnicity,parental level of education,lunch,math score,reading score,writing score,average_score,test_prep
-0.9721615293847449,-1.0185780904478365,-0.8091464943764082,0.7351004494675906,0.3792539453805355,0.1779755095596423,0.3800145276589655,0.4013660992337366,0
-0.9721615293847449,-0.15496316247838865,0.832312242681663,0.7351004494675906,0.1731060473983484,1.4400607751263543,1.325658992831464,0.7975045647582056,1
-0.9721615293847449,-1.0185780904478365,0.2851593303289726,0.7351004494675906,1.6161413332736578,1.7906400155615523,1.6633891589644991,1.7338318469069507,0
1.0286356431249375,-1.8821930184172846,-1.3562994067290985,-1.3603583030377249,-1.3386452044710233,-0.8737622117459511,-1.6463664691392454,-1.5793262283886087,0
1.0286356431249375,-0.15496316247838865,0.832312242681663,0.7351004494675906,0.6541178093567849,0.5986705980818797,0.44756056088557256,0.5814290381084952,0
-0.9721615293847449,-1.0185780904478365,-1.3562994067290985,0.7351004494675906,0.3105379793864731,0.9492498385170774,0.6501986605653937,0.5094038625585918,0
-0.9721615293847449,-1.0185780904478365,0.832312242681663,0.7351004494675906,1.478709401285533,1.7906400155615523,1.595843125737892,1.6257940835820954,1
1.0286356431249375,-1.0185780904478365,0.832312242681663,-1.3603583030377249,-1.81965696642946,-1.855384084964505,-1.9840966352722806,-2.0114772816880295,0
1.0286356431249375,0.7086517654910592,-0.26199358202371775,-1.3603583030377249,-0.17047378257196338,-0.3829512751366742,-0.09280770492728371,-0.13882271739053936,1
-0.9721615293847449,-1.0185780904478365,-0.26199358202371775,-1.3603583030377249,-1.9570888984175847,-0.6634146674848325,-1.2410902697796034,-1.6873639917134637,0
1.0286356431249375,-0.15496316247838865,-1.3562994067290985,0.7351004494675906,-0.5827695785363375,-1.0841097560070698,-1.105998203326389,-0.8950870606645257,0
1.0286356431249375,0.7086517654910592,-1.3562994067290985,0.7351004494675906,-1.81965696642946,-1.2243414521811489,-1.7139125023658526,-1.8674269305882225,0
-0.9721615293847449,-1.0185780904478365,-0.26199358202371775,0.7351004494675906,-0.10175781657790102,0.8090181423429984,0.31246849443235847,0.11326539703412275,0
1.0286356431249375,-1.8821930184172846,0.832312242681663,0.7351004494675906,0.7915497413449096,0.1779755095596423,0.10983039475253738,0.47339127478364007,1
